solver_type,solution_found,time_elapsed,max_memory_mb,avg_memory_mb,states_processed,seed
bfs-single_core,1,0.242446975,82.08984375,82.08984375,116,351ece7a3d96fb96
bfs-single_core,1,1.740341346,69.2421875,68.48958333333333,560,4384c16842081c58
bfs-single_core,1,167.007436825,1311.69140625,484.149609375,143227,52b9430c5cbc6b86
bfs-single_core,1,0.231338398,73.46484375,73.46484375,91,b8b3ccca801dfbd9
bfs-single_core,1,0.249455361,66.4921875,66.4921875,165,07696efc19c6f077
bfs-single_core,1,0.14905274,61.49609375,61.49609375,127,fc42bd6037ee6954
bfs-single_core,0,689.768872753,3175.4765625,1661.636638445301,300000,3396c896b17108c0
bfs-single_core,1,0.352109954,62.5,62.5,90,ff17991a5f7c30b4
bfs-single_core,1,0.247590839,57.0390625,57.0390625,124,878c20b670a20b15
bfs-single_core,1,0.313652267,61.9921875,61.9921875,123,9be987c7e4a8bcea
bfs-single_core,1,0.445631674,57.6484375,57.6484375,304,6c5b1ecc2633b9e6
bfs-single_core,1,10.450019096,147.19921875,94.17838541666667,11826,4f97cf1afafac571
bfs-single_core,0,406.413700742,1815.0,920.9533587905237,300000,ddffc0d950140618
bfs-single_core,1,0.348215103,64.28515625,64.28515625,175,6047ef0e5cca244c
bfs-single_core,1,1.376583364,74.31640625,66.86328125,1462,cfb0bee8dacf27d0
bfs-single_core,1,0.133457098,64.44140625,64.44140625,117,a5fdb255429f4e10
bfs-single_core,1,0.396270019,85.84765625,85.84765625,139,f4e62c4065ef79d3
bfs-single_core,1,0.334478348,60.890625,60.890625,164,5517edd290cc82a5
bfs-single_core,1,2.669789186,173.54296875,173.37630208333334,3472,46ac6e17fc66f478
bfs-single_core,1,0.27264151,61.7265625,61.7265625,245,01b497b2b00650a6
bfs-single_core,1,0.599556684,84.4765625,84.4765625,316,f4bb02937b372d67
bfs-single_core,1,0.239927701,62.2890625,62.2890625,134,2028b7d5fe8d6175
bfs-single_core,1,0.213837248,85.60546875,85.60546875,123,3b83ef42f5edeaa0
bfs-single_core,1,1.02820359,85.62890625,85.62890625,469,5b6fc2a0f0a6d735
bfs-single_core,1,0.446506531,95.703125,95.703125,358,42df6a68371eb62b
bfs-single_core,0,299.02135153,906.76171875,489.18540783898305,300000,c87f15be73033257
bfs-single_core,1,1.962024182,56.01171875,54.76171875,1053,d2351cdfb2a56004
bfs-single_core,1,71.108354399,1818.125,1620.783668154762,49929,25a243c7923e852d
bfs-single_core,1,0.158039082,1888.0078125,1888.0078125,126,ce5aa75ecc4e4295
bfs-single_core,1,0.317393823,97.1640625,97.1640625,219,2a88150e5a858e9c
bfs-single_core,1,0.232084358,51.05859375,51.05859375,134,983e0031d84b5736
bfs-single_core,1,0.326427812,52.9375,52.9375,168,940499abceef04f0
bfs-single_core,0,524.493164234,2098.6796875,1227.844097558027,300000,b87a8e4e8f04d442
bfs-single_core,0,555.760258929,2296.375,1285.8119307832424,300000,db6d1fe63906bd85
bfs-single_core,1,380.958793456,2454.84765625,843.150253723715,299773,306c9cf53ab97492
bfs-single_core,1,8.357285352,206.25,114.85227272727273,7467,39566350db3550bb
bfs-single_core,1,114.44530562,1012.5078125,286.10749876968504,129423,fe002f159ed0d709
bfs-single_core,1,379.492732439,3607.5703125,938.139010176097,261515,a6a600f631b6dfce
bfs-single_core,1,0.260003274,3532.44140625,3532.44140625,142,54dd2e3ff0158c38
bfs-single_core,1,0.435380778,171.48046875,171.48046875,349,bb1d7a4fd94e4c88
bfs-single_core,1,3.649932382,110.46484375,98.46484375,2035,404f7a726533e685
bfs-single_core,1,0.689962007,122.19140625,122.19140625,396,9bad11eeba94ed91
bfs-single_core,1,1.208356164,82.34375,82.28125,567,6ec936577613fdf7
bfs-single_core,1,23.351503071,299.98046875,142.67996651785714,11224,713ab2cd353fbe3c
bfs-single_core,1,0.885901081,58.6640625,57.4140625,1139,303ff199f4e2a76f
bfs-single_core,1,0.147739428,69.83203125,69.83203125,82,c7b16d52c973d686
bfs-single_core,1,1.085913949,65.875,65.875,520,fe5184626b442d86
bfs-single_core,0,570.528440957,2497.98046875,1309.443390597247,300000,f711555a5582b8eb
bfs-single_core,0,76.485669605,1218.25,1123.8940686677631,70777,940a1014b5206377
bfs-single_core,1,16.647050207,160.45703125,87.97092013888889,17401,b10b476cb5cc03b4
bfs-single_core,1,2.250989277,85.09765625,84.80598958333333,1725,268ea126f5142e08
bfs-single_core,1,119.770367013,1190.51171875,457.13077566964284,88570,bb67c49a147e98c0
bfs-single_core,1,17.766184675,315.9296875,146.65353260869566,9253,c2a5a76b594b4324
bfs-single_core,1,0.185365295,56.36328125,56.36328125,78,9695fadedf343237
bfs-single_core,0,549.34227407,2355.84765625,1260.3649244695573,300000,653b015f59a24d8c
bfs-single_core,1,18.035863076,299.34375,140.25798233695653,8864,619c9ec6004032a3
bfs-single_core,1,0.292723862,58.39453125,58.39453125,135,64d32739e7a88a71
bfs-single_core,1,7.609290172,133.41796875,78.02907986111111,3100,dc3e5d13daf95ab2
bfs-single_core,1,5.882323263,98.07421875,68.16350446428571,5228,e817204e903a8ea6
bfs-single_core,1,4.557629817,119.34375,81.53125,2744,eefc52ed6067d57d
bfs-single_core,0,483.213897522,1699.078125,922.6659992121848,300000,68536c3596f45691
bfs-single_core,1,1.98063781,53.6875,49.645833333333336,1515,6cee1f5654df910d
bfs-single_core,1,4.527748531,120.10546875,83.06380208333333,2558,d42a86a4f9b5c267
bfs-single_core,1,0.436772526,123.99609375,123.99609375,328,b2f0b0198e371c7d
bfs-single_core,1,0.668736125,88.484375,88.484375,373,464cc624a75bf803
bfs-single_core,1,2.01642435,79.9921875,78.4921875,1893,b61b10fa729daab2
bfs-single_core,1,0.291454204,103.375,103.375,136,54c11aaf0221c750
bfs-single_core,1,0.451481215,82.4140625,82.4140625,250,d45e58c1a1ce5f14
bfs-single_core,0,324.189631768,922.23828125,511.266015625,300000,5c4fd3277258ea3b
bfs-single_core,1,0.194552403,83.73828125,83.73828125,78,863963342fdb5f8b
bfs-single_core,1,0.289904316,83.7421875,83.7421875,188,aa78b66cfe31dbc3
bfs-single_core,1,0.171735669,83.61328125,83.61328125,104,e3534042501ea17a
bfs-single_core,0,367.757349983,885.26953125,549.2251097623966,300000,795bc631d1d71403
bfs-single_core,1,0.163348193,137.38671875,137.38671875,80,afa9fea44f094787
bfs-single_core,1,0.42376412,137.38671875,137.38671875,145,701066da266e67f0
bfs-single_core,0,389.459114854,1221.31640625,667.78125,300000,fa42afda630c6b54
bfs-single_core,1,1.279065742,55.33984375,55.15234375,788,e72689f3756d7e56
bfs-single_core,1,0.158165783,72.93359375,72.93359375,82,5fe4a1fc028ca716
bfs-single_core,0,475.364990219,1486.05859375,847.0967253989362,300000,72d65111f2218053
bfs-single_core,1,0.702672074,55.578125,55.578125,237,46de9a128311708a
bfs-single_core,1,0.153383491,57.4296875,57.4296875,97,7bd97de92e0922dd
bfs-single_core,0,416.440446956,1569.0625,884.1607360097323,300000,d0be2f26d5e94a8d
bfs-single_core,1,137.412492419,1056.16796875,318.42507340604027,133215,baee18ca732bd278
bfs-single_core,1,0.284390149,1226.9296875,1226.9296875,263,baf2075dc92fe186
bfs-single_core,1,3.310923657,137.34765625,110.27265625,2232,d240744f8fd5ab63
bfs-single_core,1,9.716130156,198.4453125,141.86783854166666,3865,1b108e2561703b9e
bfs-single_core,0,634.834068128,3226.42578125,1671.36869375,300000,5b8e078d1464f8b0
bfs-single_core,1,1.413645445,271.44921875,271.44921875,1374,f94559a1ad4732ed
bfs-single_core,0,281.212445005,1116.7265625,592.4378934352518,300000,032997924629c808
bfs-single_core,1,0.587844628,77.54296875,77.54296875,436,ce4810e99d6fcd4a
bfs-single_core,1,18.126988147,210.453125,97.25669642857143,12127,c46625e629c7f9bb
bfs-single_core,1,0.23283199,68.8125,68.8125,112,a895050ff3564076
bfs-single_core,1,0.601628751,70.3046875,70.3046875,421,69d9717ba36aad43
bfs-single_core,0,314.278827261,1022.44140625,565.3700352822581,300000,5a4fd3d5bea49712
bfs-single_core,1,0.226902844,71.72265625,71.72265625,130,1916c00d93a5e086
bfs-single_core,0,356.242030602,1297.0390625,704.9367897727273,300000,e95c7f88cec80893
bfs-single_core,1,0.268365878,75.2890625,75.2890625,283,6c583edb4e63e999
bfs-single_core,1,0.252284109,75.2890625,75.2890625,139,a2d7125c03c24534
bfs-single_core,1,0.172814122,75.77734375,75.77734375,105,78afebbf5a93c661
bfs-single_core,1,0.271919635,75.77734375,75.77734375,201,d19931eda2467f1e
bfs-single_core,1,7.346543257,121.32421875,88.62977430555556,2979,32785379c4f60c4d
bfs-single_core,1,0.781939001,95.4375,95.4375,307,2aa66e8c0143708f
bfs-single_core,1,12.126222769,159.77734375,111.52092633928571,11254,7a88304bcaf29c05
bfs-single_core,1,0.46359757,94.4375,94.4375,322,0b6b976b70df80a1
bfs-single_core,1,0.227145592,95.71484375,95.71484375,274,115f86351e00160a
bfs-single_core,0,632.751109875,1975.2578125,1105.2027806991186,300000,f076d6ac9b9445b0
bfs-single_core,1,0.631729109,44.41015625,44.41015625,713,489e7bfb5c4035cd
bfs-single_core,1,314.776966902,2144.484375,1487.1365370639535,265505,f665a0b47586c4bf
bfs-single_core,1,4.25169224,71.9921875,58.8421875,4139,53d2704008f1021b
bfs-single_core,1,0.951150661,53.11328125,51.92578125,502,146a6f9cb0223894
bfs-single_core,0,537.01172788,1846.71484375,1059.4628280955744,300000,3f47956b40138171
bfs-single_core,1,166.082367527,1168.0,415.30550655241933,100763,d75084b5a5f58800
bfs-single_core,1,11.833494811,211.078125,117.453125,9519,11dbe08b90ec0c6a
bfs-single_core,1,28.619887433,187.765625,90.63533266129032,24329,cbcfbb8b204b4a38
bfs-single_core,1,0.216828066,59.40625,59.40625,110,1bf1d08c0d7a088c
bfs-single_core,1,0.711352024,253.42578125,253.42578125,322,05fdcf4f72776f3d
bfs-single_core,1,0.244710104,60.63671875,60.63671875,178,29f61b520ecf4d1d
bfs-single_core,1,0.576024088,1621.38671875,1621.38671875,265,c65b9ef4380142d7
bfs-single_core,1,0.133858265,144.4765625,144.4765625,77,cf1e0266bdf8dad1
bfs-single_core,1,0.408490894,60.640625,60.640625,723,c0cc4961a7c8364c
bfs-single_core,1,0.356616761,70.07421875,70.07421875,250,9a9cc7cdf3de3a0b
bfs-single_core,1,1.516539612,70.08203125,70.08203125,709,fe09d8265a68c610
bfs-single_core,1,0.459309737,60.03125,60.03125,294,99bdcc26a98f8c74
bfs-single_core,1,121.825279433,680.671875,244.1786221590909,107227,e1e7df8c5cc9f629
bfs-single_core,1,0.508743581,955.58984375,955.58984375,309,cf950ee9c1908777
bfs-single_core,1,0.510447652,109.6171875,109.6171875,363,5179a09eef97e993
bfs-single_core,1,34.728987873,320.515625,133.68291015625,32158,9a86f07af105837d
bfs-single_core,1,0.617744442,60.4921875,60.4921875,340,fc3efbe9bf99a85a
bfs-single_core,1,6.045539059,122.82421875,79.99609375,2432,dc1f8f7a3f66f0cd
bfs-single_core,1,0.111073471,144.02734375,144.02734375,99,279bf407cb530f7a
bfs-single_core,1,164.034767142,1046.77734375,336.0871225421348,148015,f28509f01e9b72d4
bfs-single_core,1,36.386230964,327.3203125,139.8778582317073,50609,b6ff29180c570283
bfs-single_core,0,445.95337489,1597.7734375,906.8153876133787,300000,14304a399572fa59
bfs-single_core,1,0.502054109,136.14453125,136.14453125,298,9b77cfcde39e0f9d
bfs-single_core,0,552.334905667,2280.97265625,1207.4680606617646,300000,d3cd7566f2846455
bfs-single_core,0,321.832508896,1093.734375,627.0170007861635,300000,f608795fa5c62f96
bfs-single_core,1,172.582747152,3214.06640625,2758.4230647208124,109086,2bbb07191be8179d
bfs-single_core,1,0.139208484,144.3828125,144.3828125,95,77c87a4a0aec106a
bfs-single_core,1,554.278443112,4132.19921875,2688.109349959936,289912,57a6105a5e78655b
